"DOClass"	"Disease"	"DiseaseClass"	"EvidenceIndexGDA"	"EvidenceLevelGDA"	"FirstRef"	"Gene"	"GeneDPI"	"GeneDSI"	"GeneFullName"	"GenePLI"	"HPOClass"	"LastRef"	"NumDiseasesAssociatedToGene"	"NumGenesDisease"	"NumPMIDs"	"NumVariantsAssociatedToGene"	"NumVariantsDisease"	"NumVariantsGDA"	"PathwayIDs"	"PathwayNames"	"ProteinClass"	"ScoreGDA"	"SemanticType"	"Type"	"UnitProt"	"diseaseUMLSCUI"	"geneEnsemblIDs"	"geneNcbiID"	"geneNcbiType"	"numCTs"	"numChemsIncludedInEvidences"	"numPMIDSWithChemsIncludedInEvidences"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"DNMT3B"	"0.88"	"0.43"	"DNA methyltransferase 3 beta"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"31"	"280"	"0"	"269"	"238"	"0"	"R-HSA-1643685,R-HSA-392499,R-HSA-74160"	"Disease,Metabolism of proteins,Gene expression (Transcription)"	""	"0.55"	"Neoplastic Process (T191)"	"disease"	"Q9UBC3"	"C0152013"	"ENSG00000088305"	"1789"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"SPOP"	"0.79"	"0.53"	"speckle type BTB/POZ protein"	"0.99995"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"11"	"280"	"0"	"152"	"238"	"0"	"R-HSA-162582"	"Signal Transduction"	""	"0.55"	"Neoplastic Process (T191)"	"disease"	"O43791"	"C0152013"	"ENSG00000121067"	"8405"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"CHD4"	"0.79"	"0.53"	"chromodomain helicase DNA binding protein 4"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"23"	"280"	"0"	"43"	"238"	"0"	""	""	""	"0.55"	"Neoplastic Process (T191)"	"disease"	"F5GWX5,Q14839"	"C0152013"	"ENSG00000111642"	"1108"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"ALX1"	"0.63"	"0.61"	"ALX homeobox 1"	"5.9969E-4"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"5"	"280"	"6"	"2"	"238"	"0"	""	""	""	"0.5"	"Neoplastic Process (T191)"	"disease"	"V9HWA7,Q15699"	"C0152013"	"ENSG00000180318"	"8092"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"FOXP2"	"0.88"	"0.48"	"forkhead box P2"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"27"	"280"	"6"	"145"	"238"	"0"	""	""	""	"0.5"	"Neoplastic Process (T191)"	"disease"	"O15409,B7ZLK5,Q8N6B6,X5D2H2,Q8N6B5"	"C0152013"	"ENSG00000128573"	"93986"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"IREB2"	"0.75"	"0.55"	"iron responsive element binding protein 2"	"0.99998"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"4"	"280"	"6"	"79"	"238"	"0"	"R-HSA-382551"	"Transport of small molecules"	"Enzyme"	"0.5"	"Neoplastic Process (T191)"	"disease"	"P48200"	"C0152013"	"ENSG00000136381"	"3658"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"FOXP4"	"0.75"	"0.61"	"forkhead box P4"	"0.9771"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"15"	"280"	"6"	"11"	"238"	"0"	""	""	""	"0.5"	"Neoplastic Process (T191)"	"disease"	"Q8IVH2"	"C0152013"	"ENSG00000137166"	"116113"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2013"	"CDK12"	"0.75"	"0.55"	"cyclin dependent kinase 12"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2018"	"5"	"280"	"5"	"6"	"238"	"1"	"R-HSA-74160"	"Gene expression (Transcription)"	"Kinase"	"0.5"	"Neoplastic Process (T191)"	"disease"	"Q9NYV4,H0YLT2"	"C0152013"	"ENSG00000167258"	"51755"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2011"	"XPC"	"0.83"	"0.51"	"XPC complex subunit, DNA damage recognition and repair factor"	"1.1998E-20"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"21"	"280"	"2"	"210"	"238"	"0"	""	""	"Nucleic acid binding"	"0.5"	"Neoplastic Process (T191)"	"disease"	"Q01831,X5DRB1"	"C0152013"	"ENSG00000154767"	"7508"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"RASA1"	"0.88"	"0.44"	"RAS p21 protein activator 1"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"26"	"280"	"1"	"345"	"238"	"0"	"R-HSA-1266738,R-HSA-162582"	"Developmental Biology,Signal Transduction"	"Enzyme modulator"	"0.5"	"Neoplastic Process (T191)"	"disease"	"Q59GK3,P20936"	"C0152013"	"ENSG00000145715"	"5921"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"MRPL12"	"0.75"	"0.63"	"mitochondrial ribosomal protein L12"	"0.001027"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"3"	"280"	"1"	"1"	"238"	"0"	"R-HSA-392499"	"Metabolism of proteins"	"Nucleic acid binding"	"0.5"	"Neoplastic Process (T191)"	"disease"	"P52815"	"C0152013"	"ENSG00000262814"	"6182"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2019"	"KCNJ4"	"0.54"	"0.7"	"potassium inwardly rectifying channel subfamily J member 4"	"0.99989"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2019"	"5"	"280"	"1"	"3"	"238"	"0"	"R-HSA-112316,R-HSA-397014"	"Neuronal System,Muscle contraction"	"Ion channel"	"0.5"	"Neoplastic Process (T191)"	"disease"	"Q58F07,P48050"	"C0152013"	"ENSG00000168135"	"3761"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2021"	"RNASEH2A"	"0.71"	"0.57"	"ribonuclease H2 subunit A"	"1.4766E-9"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2021"	"11"	"280"	"1"	"165"	"238"	"0"	""	""	"Enzyme"	"0.5"	"Neoplastic Process (T191)"	"disease"	"O75792"	"C0152013"	"ENSG00000104889"	"10535"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"EP300"	"0.88"	"0.43"	"E1A binding protein p300"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"51"	"280"	"1"	"224"	"238"	"0"	"R-HSA-1266738,R-HSA-1430728,R-HSA-162582,R-HSA-1640170,R-HSA-1643685,R-HSA-168256,R-HSA-392499,R-HSA-400253,R-HSA-4839726,R-HSA-74160,R-HSA-8953897"	"Developmental Biology,Metabolism,Signal Transduction,Cell Cycle,Disease,Immune System,Metabolism of proteins,Circadian Clock,Chromatin organization,Gene expression (Transcription),Cellular responses to stimuli"	""	"0.5"	"Neoplastic Process (T191)"	"disease"	"Q7Z6C1,Q09472"	"C0152013"	"ENSG00000100393"	"2033"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"SLC4A4"	"0.88"	"0.54"	"solute carrier family 4 member 4"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"8"	"280"	"1"	"133"	"238"	"0"	"R-HSA-1643685,R-HSA-382551"	"Disease,Transport of small molecules"	"Transporter"	"0.5"	"Neoplastic Process (T191)"	"disease"	"A5JJ20,Q9Y6R1"	"C0152013"	"ENSG00000080493"	"8671"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"SATB1"	"0.83"	"0.5"	"SATB homeobox 1"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"9"	"280"	"1"	"22"	"238"	"0"	"R-HSA-392499,R-HSA-5357801"	"Metabolism of proteins,Programmed Cell Death"	"Transcription factor"	"0.5"	"Neoplastic Process (T191)"	"disease"	"Q01826"	"C0152013"	"ENSG00000182568"	"6304"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2014"	"GNG11"	"0.42"	"0.71"	"G protein subunit gamma 11"	""	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2014"	"6"	"280"	"1"	"1"	"238"	"0"	"R-HSA-109582,R-HSA-112316,R-HSA-1430728,R-HSA-162582,R-HSA-1643685,R-HSA-382551,R-HSA-392499,R-HSA-8953897"	"Hemostasis,Neuronal System,Metabolism,Signal Transduction,Disease,Transport of small molecules,Metabolism of proteins,Cellular responses to stimuli"	"Enzyme modulator"	"0.5"	"Neoplastic Process (T191)"	"disease"	"Q53Y01,P61952"	"C0152013"	"ENSG00000127920"	"2791"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"HELLS"	"0.88"	"0.57"	"helicase, lymphoid specific"	"0.62572"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"6"	"280"	"1"	"13"	"238"	"0"	""	""	""	"0.5"	"Neoplastic Process (T191)"	"disease"	"A0A0B4J1V9,Q76H82,Q0VGL2,A0A087WSW7,Q9NRZ9"	"C0152013"	"ENSG00000119969"	"3070"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"IMPDH2"	"0.83"	"0.58"	"inosine monophosphate dehydrogenase 2"	"3.9064E-6"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"5"	"280"	"1"	"5"	"238"	"0"	"R-HSA-1430728,R-HSA-1643685,R-HSA-168256,R-HSA-9748784"	"Metabolism,Disease,Immune System,Drug ADME"	"Enzyme"	"0.5"	"Neoplastic Process (T191)"	"disease"	"A0A384N6C2,P12268"	"C0152013"	"ENSG00000178035"	"3615"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2022"	"MEOX1"	"0.75"	"0.6"	"mesenchyme homeobox 1"	"5.363E-5"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2022"	"6"	"280"	"1"	"5"	"238"	"0"	""	""	"Transcription factor"	"0.5"	"Neoplastic Process (T191)"	"disease"	"P50221"	"C0152013"	"ENSG00000005102"	"4222"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"FKBP11"	"0.42"	"0.73"	"FKBP prolyl isomerase 11"	"8.585E-7"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"2"	"280"	"1"	"0"	"238"	"0"	""	""	""	"0.5"	"Neoplastic Process (T191)"	"disease"	"Q9NYL4,E9PAR0"	"C0152013"	"ENSG00000134285"	"51303"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"ACSL4"	"0.83"	"0.53"	"acyl-CoA synthetase long chain family member 4"	""	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"15"	"280"	"1"	"23"	"238"	"0"	"R-HSA-1430728"	"Metabolism"	"Enzyme"	"0.5"	"Neoplastic Process (T191)"	"disease"	"O60488,Q8TAF6"	"C0152013"	"ENSG00000068366"	"2182"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"RPL13A"	"0.58"	"0.69"	"ribosomal protein L13a"	"0.99992"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"2"	"280"	"1"	"1"	"238"	"0"	"R-HSA-1266738,R-HSA-1430728,R-HSA-1643685,R-HSA-392499,R-HSA-8953854,R-HSA-8953897"	"Developmental Biology,Metabolism,Disease,Metabolism of proteins,Metabolism of RNA,Cellular responses to stimuli"	"Nucleic acid binding"	"0.5"	"Neoplastic Process (T191)"	"disease"	"A0A384ME37,P40429,Q8J015"	"C0152013"	"ENSG00000142541"	"23521"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"SRR"	"0.88"	"0.54"	"serine racemase"	"3.5805E-4"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"3"	"280"	"1"	"3"	"238"	"0"	"R-HSA-1430728"	"Metabolism"	"Enzyme"	"0.5"	"Neoplastic Process (T191)"	"disease"	"Q9GZT4,Q3ZK31,Q8N3F4"	"C0152013"	"ENSG00000167720"	"63826"	"protein-coding"	"0"	"2"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"CREBBP"	"0.88"	"0.41"	"CREB binding protein"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"66"	"280"	"1"	"445"	"238"	"0"	"R-HSA-1266738,R-HSA-1430728,R-HSA-162582,R-HSA-1643685,R-HSA-168256,R-HSA-1852241,R-HSA-392499,R-HSA-400253,R-HSA-4839726,R-HSA-74160,R-HSA-8953897"	"Developmental Biology,Metabolism,Signal Transduction,Disease,Immune System,Organelle biogenesis and maintenance,Metabolism of proteins,Circadian Clock,Chromatin organization,Gene expression (Transcription),Cellular responses to stimuli"	""	"0.5"	"Neoplastic Process (T191)"	"disease"	"Q92793"	"C0152013"	"ENSG00000005339"	"1387"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"ALDH18A1"	"0.75"	"0.51"	"aldehyde dehydrogenase 18 family member A1"	"1.2577E-4"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"27"	"280"	"1"	"208"	"238"	"0"	"R-HSA-1430728"	"Metabolism"	"Enzyme"	"0.5"	"Neoplastic Process (T191)"	"disease"	"P54886"	"C0152013"	"ENSG00000059573"	"5832"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	"2016"	"RRM1"	"0.88"	"0.55"	"ribonucleotide reductase catalytic subunit M1"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	"2016"	"9"	"280"	"1"	"4"	"238"	"0"	"R-HSA-1430728"	"Metabolism"	"Enzyme"	"0.5"	"Neoplastic Process (T191)"	"disease"	"P23921,E9PL69,B4E0I8,B4DXD1"	"C0152013"	"ENSG00000167325"	"6240"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"RNF43"	"0.75"	"0.52"	"ring finger protein 43"	"6.3189E-4"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"21"	"280"	"0"	"88"	"238"	"0"	"R-HSA-162582,R-HSA-1643685"	"Signal Transduction,Disease"	""	"0.5"	"Neoplastic Process (T191)"	"disease"	"Q68DV7,J3KSE3"	"C0152013"	"ENSG00000108375"	"54894"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"RPS6KA6"	"0.54"	"0.62"	"ribosomal protein S6 kinase A6"	""	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"2"	"280"	"0"	"0"	"238"	"0"	"R-HSA-112316,R-HSA-1266738"	"Neuronal System,Developmental Biology"	"Kinase"	"0.5"	"Neoplastic Process (T191)"	"disease"	"Q9UK32"	"C0152013"	"ENSG00000072133"	"27330"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"IRAK1"	"0.88"	"0.49"	"interleukin 1 receptor associated kinase 1"	""	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"23"	"280"	"0"	"2"	"238"	"0"	"R-HSA-162582"	"Signal Transduction"	"Kinase"	"0.5"	"Neoplastic Process (T191)"	"disease"	"P51617"	"C0152013"	"ENSG00000184216"	"3654"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"ESCO2"	"0.83"	"0.52"	"establishment of sister chromatid cohesion N-acetyltransferase 2"	"2.0326E-12"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"6"	"280"	"0"	"82"	"238"	"0"	"R-HSA-1640170"	"Cell Cycle"	""	"0.5"	"Neoplastic Process (T191)"	"disease"	"Q56NI9"	"C0152013"	"ENSG00000171320"	"157570"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"ERN1"	"0.88"	"0.5"	"endoplasmic reticulum to nucleus signaling 1"	"0.95102"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"9"	"280"	"0"	"15"	"238"	"1"	""	""	"Kinase"	"0.5"	"Neoplastic Process (T191)"	"disease"	"O75460"	"C0152013"	"ENSG00000178607"	"2081"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"FES"	"0.71"	"0.55"	"FES proto-oncogene, tyrosine kinase"	"7.838E-23"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"8"	"280"	"0"	"23"	"238"	"0"	"R-HSA-1266738,R-HSA-162582"	"Developmental Biology,Signal Transduction"	"Kinase"	"0.5"	"Neoplastic Process (T191)"	"disease"	"P07332"	"C0152013"	"ENSG00000182511"	"2242"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"IQSEC1"	"0.75"	"0.62"	"IQ motif and Sec7 domain ArfGEF 1"	"0.99606"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"6"	"280"	"0"	"20"	"238"	"0"	""	""	""	"0.5"	"Neoplastic Process (T191)"	"disease"	"A0A0C4DGT3,B4DGC5,Q6DN90"	"C0152013"	"ENSG00000144711"	"9922"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"MIR432"	"0.54"	"0.69"	"microRNA 432"	""	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"4"	"280"	"0"	"1"	"238"	"0"	""	""	""	"0.5"	"Neoplastic Process (T191)"	"disease"	""	"C0152013"	"ENSG00000272458"	"574451"	"ncRNA"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"MIR127"	"0.54"	"0.62"	"microRNA 127"	""	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"8"	"280"	"0"	"0"	"238"	"0"	""	""	""	"0.5"	"Neoplastic Process (T191)"	"disease"	""	"C0152013"	"ENSG00000207608"	"406914"	"ncRNA"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"PRDM1"	"0.79"	"0.51"	"PR/SET domain 1"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"10"	"280"	"0"	"7"	"238"	"0"	"R-HSA-1474165,R-HSA-162582,R-HSA-74160"	"Reproduction,Signal Transduction,Gene expression (Transcription)"	""	"0.5"	"Neoplastic Process (T191)"	"disease"	"Q5T4E8,O75626,A0A3B3IU23,B4DW27"	"C0152013"	"ENSG00000057657"	"639"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"TNK2"	"0.71"	"0.58"	"tyrosine kinase non receptor 2"	"2.9302E-24"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"9"	"280"	"0"	"8"	"238"	"0"	""	""	"Kinase"	"0.5"	"Neoplastic Process (T191)"	"disease"	"Q07912,B3KXJ4,C9J1X3,A0A499FJ16"	"C0152013"	"ENSG00000061938"	"10188"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"EPHA8"	"0.79"	"0.53"	"EPH receptor A8"	"3.8058E-10"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"6"	"280"	"0"	"2"	"238"	"0"	"R-HSA-1266738"	"Developmental Biology"	"Kinase"	"0.5"	"Neoplastic Process (T191)"	"disease"	"P29322"	"C0152013"	"ENSG00000070886"	"2046"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"AURKC"	"0.67"	"0.52"	"aurora kinase C"	"0.0030589"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"6"	"280"	"0"	"26"	"238"	"1"	""	""	"Kinase"	"0.5"	"Neoplastic Process (T191)"	"disease"	"Q9UQB9"	"C0152013"	"ENSG00000105146"	"6795"	"protein-coding"	"0"	"1"	"1"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"TAOK3"	"0.71"	"0.66"	"TAO kinase 3"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"4"	"280"	"0"	"7"	"238"	"0"	"R-HSA-162582"	"Signal Transduction"	"Kinase"	"0.5"	"Neoplastic Process (T191)"	"disease"	"Q9H2K8,G3V1Q8"	"C0152013"	"ENSG00000135090"	"51347"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"UBR5"	"0.79"	"0.58"	"ubiquitin protein ligase E3 component n-recognin 5"	"1.0"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"16"	"280"	"0"	"8"	"238"	"0"	""	""	""	"0.5"	"Neoplastic Process (T191)"	"disease"	"O95071"	"C0152013"	"ENSG00000104517"	"51366"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"EIF2AK2"	"0.88"	"0.45"	"eukaryotic translation initiation factor 2 alpha kinase 2"	"2.069E-5"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"15"	"280"	"0"	"15"	"238"	"0"	"R-HSA-1643685,R-HSA-168256,R-HSA-392499"	"Disease,Immune System,Metabolism of proteins"	"Kinase"	"0.5"	"Neoplastic Process (T191)"	"disease"	"P19525,Q8IW76"	"C0152013"	"ENSG00000055332"	"5610"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"LECT2"	"0.63"	"0.59"	"leukocyte cell derived chemotaxin 2"	"0.068157"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"4"	"280"	"0"	"1"	"238"	"0"	""	""	"Signaling"	"0.5"	"Neoplastic Process (T191)"	"disease"	"O14960"	"C0152013"	"ENSG00000145826"	"3950"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"SGK2"	"0.29"	"0.73"	"serum/glucocorticoid regulated kinase 2"	"3.1012E-8"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"2"	"280"	"0"	"3"	"238"	"0"	"R-HSA-382551"	"Transport of small molecules"	"Kinase"	"0.5"	"Neoplastic Process (T191)"	"disease"	"Q9HBY8"	"C0152013"	"ENSG00000101049"	"10110"	"protein-coding"	"0"	"0"	"0"
"disease of cellular proliferation (14566),disease of anatomical entity (7)"	"Adenocarcinoma of lung (disorder)"	"Neoplasms"	"1.0"	""	""	"HTRA1"	"0.79"	"0.48"	"HtrA serine peptidase 1"	"3.0454E-4"	"Abnormality of the respiratory system (02086),Neoplasm (02664)"	""	"28"	"280"	"0"	"84"	"238"	"0"	"R-HSA-1474244"	"Extracellular matrix organization"	"Enzyme"	"0.5"	"Neoplastic Process (T191)"	"disease"	"Q92743"	"C0152013"	"ENSG00000166033"	"5654"	"protein-coding"	"0"	"1"	"1"
